|id     |plate_id |list_id|list_item_id|list_item_name|status|accepted_by|created_at             |
|278,203|2,267,069|90     |434         |SWL2C55       |0     |1          |2025-11-29 21:58:36.17 |
|278,204|2,267,070|90     |533         |FJA7786       |0     |1          |2025-11-29 21:58:48.75 |
|278,205|2,267,077|90     |595         |BYI9754       |0     |1          |2025-11-29 21:59:23.529|
|278,206|2,267,080|90     |595         |BYI9754       |0     |1          |2025-11-29 21:59:43.673|
|278,207|2,267,396|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-29 23:04:37.965|
|278,208|2,267,518|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-29 23:24:22.889|
|278,209|2,267,804|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-29 23:57:02.693|
|278,210|2,268,000|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 00:17:21.988|
|278,211|2,268,138|88     |239         |FXA4A95       |0     |1          |2025-11-30 00:32:13.033|
|278,212|2,269,230|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 02:46:02.569|
|278,213|2,269,857|88     |242         |GDI3H69       |0     |1          |2025-11-30 05:18:20.195|
|278,214|2,269,911|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 06:08:44.152|
|278,215|2,269,913|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 06:20:52.473|
|278,216|2,269,915|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 06:23:26.205|
|278,217|2,270,003|93     |835         |EMC9H21       |0     |1          |2025-11-30 07:38:06.907|
|278,218|2,270,019|93     |835         |EMC9H21       |0     |1          |2025-11-30 07:48:36.92 |
|278,219|2,270,023|87     |324         |EGW2487       |0     |1          |2025-11-30 07:55:06.958|
|278,220|2,270,024|88     |168         |DYJ9497       |0     |1          |2025-11-30 07:58:15.99 |
|278,221|2,270,028|88     |168         |DYJ9497       |0     |1          |2025-11-30 08:06:47.796|
|278,222|2,270,108|87     |259         |EVQ3855       |0     |1          |2025-11-30 08:56:54.043|
|278,223|2,270,158|93     |893         |EET5558       |0     |1          |2025-11-30 09:13:10.179|
|278,224|2,270,172|90     |594         |GEU5068       |0     |1          |2025-11-30 09:15:35.675|
|278,225|2,270,174|90     |544         |FYH0988       |0     |1          |2025-11-30 09:16:21.935|
|278,226|2,270,176|90     |519         |EXV4D84       |0     |1          |2025-11-30 09:16:38.705|
|278,227|2,270,182|90     |730         |EBI2576       |0     |1          |2025-11-30 09:17:47.813|
|278,228|2,270,193|90     |467         |FMB4321       |0     |1          |2025-11-30 09:20:21.05 |
|278,229|2,270,268|90     |565         |DDG2354       |0     |1          |2025-11-30 09:34:09.065|
|278,230|2,270,290|88     |278         |FMO8G92       |0     |1          |2025-11-30 09:37:45.389|
|278,231|2,270,291|90     |517         |GAE7J16       |0     |1          |2025-11-30 09:38:21.382|
|278,232|2,270,308|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 09:42:45.496|
|278,233|2,270,324|90     |549         |FYP9958       |0     |1          |2025-11-30 09:44:29.674|
|278,234|2,270,362|89     |381         |ELR3562       |0     |1          |2025-11-30 09:50:08.514|
|278,235|2,270,382|93     |917         |FTE6861       |0     |1          |2025-11-30 09:54:30.15 |
|278,236|2,270,455|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 10:05:54.577|
|278,237|2,270,505|89     |392         |GBE1H83       |0     |1          |2025-11-30 10:07:12.451|
|278,238|2,270,557|90     |696         |FTW9137       |0     |1          |2025-11-30 10:14:00.046|
|278,239|2,270,578|93     |840         |TJV8G94       |0     |1          |2025-11-30 10:20:42.79 |
|278,240|2,270,594|90     |725         |EJD9135       |0     |1          |2025-11-30 10:23:53.333|
|278,241|2,270,624|88     |168         |DYJ9497       |0     |1          |2025-11-30 10:28:24.411|
|278,242|2,270,626|90     |567         |CRM1J09       |0     |1          |2025-11-30 10:28:51.57 |
|278,243|2,270,634|93     |835         |EMC9H21       |0     |1          |2025-11-30 10:29:52.274|
|278,244|2,270,677|90     |518         |FOT3194       |0     |1          |2025-11-30 10:35:29.431|
|278,245|2,270,699|90     |695         |RNG9H01       |0     |1          |2025-11-30 10:36:25.502|
|278,246|2,270,721|93     |899         |SUU4F54       |0     |1          |2025-11-30 10:39:02.521|
|278,247|2,270,766|90     |704         |FUN0623       |0     |1          |2025-11-30 10:42:23.484|
|278,248|2,270,775|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 10:43:27.777|
|278,249|2,270,776|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 10:43:54.334|
|278,250|2,270,792|90     |532         |GAW8624       |0     |1          |2025-11-30 10:44:59.36 |
|278,251|2,270,795|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 10:45:25.371|
|278,252|2,270,799|90     |695         |RNG9H01       |0     |1          |2025-11-30 10:46:06.779|
|278,253|2,270,958|90     |570         |SVG2C33       |0     |1          |2025-11-30 11:09:44.009|
|278,254|2,270,959|90     |638         |SVU1J84       |0     |1          |2025-11-30 11:09:58.813|
|278,255|2,270,976|93     |899         |SUU4F54       |0     |1          |2025-11-30 11:12:30.588|
|278,256|2,271,021|90     |570         |SVG2C33       |0     |1          |2025-11-30 11:17:44.627|
|278,257|2,271,030|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:19:01.578|
|278,258|2,271,039|87     |330         |TLU2A30       |0     |1          |2025-11-30 11:20:07.221|
|278,259|2,271,055|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:23:41.32 |
|278,260|2,271,077|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:27:17.92 |
|278,261|2,271,084|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:28:38.002|
|278,262|2,271,090|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:29:03.947|
|278,263|2,271,118|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:32:29.445|
|278,264|2,271,126|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:35:29.886|
|278,265|2,271,130|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:36:15.332|
|278,266|2,271,168|90     |603         |EMC8273       |0     |1          |2025-11-30 11:40:55.603|
|278,267|2,271,169|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:41:05.418|
|278,268|2,271,174|88     |168         |DYJ9497       |0     |1          |2025-11-30 11:41:39.943|
|278,269|2,271,178|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:42:44.715|
|278,270|2,271,191|90     |606         |EUG6088       |0     |1          |2025-11-30 11:43:53.081|
|278,271|2,271,231|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:50:28.349|
|278,272|2,271,237|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:51:29.104|
|278,273|2,271,243|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 11:53:49.935|
|278,274|2,271,277|90     |545         |EWU5074       |0     |1          |2025-11-30 12:00:08.947|
|278,275|2,271,282|88     |186         |EZZ7F13       |0     |1          |2025-11-30 12:01:08.689|
|278,276|2,271,373|87     |259         |EVQ3855       |0     |1          |2025-11-30 12:12:15.917|
|278,277|2,271,380|93     |899         |SUU4F54       |0     |1          |2025-11-30 12:12:28.128|
|278,278|2,271,401|90     |453         |FPN5474       |0     |1          |2025-11-30 12:14:38.726|
|278,279|2,271,450|88     |197         |TJY4C15       |0     |1          |2025-11-30 12:17:07.306|
|278,280|2,271,476|90     |492         |GAC6C26       |0     |1          |2025-11-30 12:19:59.283|
|278,281|2,271,498|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:22:08.406|
|278,282|2,271,520|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:24:58.5  |
|278,283|2,271,548|88     |278         |FMO8G92       |0     |1          |2025-11-30 12:25:49.101|
|278,284|2,271,660|88     |242         |GDI3H69       |0     |1          |2025-11-30 12:35:03.714|
|278,285|2,271,671|87     |316         |PWA4E11       |0     |1          |2025-11-30 12:37:03.558|
|278,286|2,271,691|90     |706         |FCZ2D41       |0     |1          |2025-11-30 12:39:03.323|
|278,287|2,271,693|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:39:21.714|
|278,288|2,271,763|90     |561         |EUW2I46       |0     |1          |2025-11-30 12:44:13.418|
|278,289|2,271,788|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:45:32.193|
|278,290|2,271,802|88     |290         |FNK3A40       |0     |1          |2025-11-30 12:46:07.626|
|278,291|2,271,950|90     |737         |FVK4D56       |0     |1          |2025-11-30 12:50:30.589|
|278,292|2,271,956|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:50:44.777|
|278,293|2,272,053|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:53:44.919|
|278,294|2,272,109|90     |624         |CZO1D07       |0     |1          |2025-11-30 12:55:44.026|
|278,295|2,272,130|88     |188         |DMG8811       |0     |1          |2025-11-30 12:56:10.177|
|278,296|2,272,133|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 12:56:19.86 |
|278,297|2,272,263|90     |550         |ERZ1801       |0     |1          |2025-11-30 12:59:46.403|
|278,298|2,272,423|90     |467         |FMB4321       |0     |1          |2025-11-30 13:07:18.488|
|278,299|2,272,457|93     |835         |EMC9H21       |0     |1          |2025-11-30 13:09:47.703|
|278,300|2,272,461|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:10:15.772|
|278,301|2,272,627|88     |302         |FMP4J16       |0     |1          |2025-11-30 13:16:09.234|
|278,302|2,272,631|93     |853         |FPM8F95       |0     |1          |2025-11-30 13:17:34.055|
|278,303|2,272,766|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:24:13.338|
|278,304|2,272,803|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:26:33.281|
|278,305|2,272,825|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:29:58.782|
|278,306|2,272,827|93     |835         |EMC9H21       |0     |1          |2025-11-30 13:30:23.267|
|278,307|2,272,832|90     |627         |FQB9C56       |0     |1          |2025-11-30 13:30:55.827|
|278,308|2,272,858|93     |892         |FNK7C93       |0     |1          |2025-11-30 13:36:32.933|
|278,309|2,272,861|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:36:50.807|
|278,310|2,272,877|90     |566         |EUA5544       |0     |1          |2025-11-30 13:38:15.641|
|278,311|2,272,881|90     |500         |EEG7388       |0     |1          |2025-11-30 13:38:31.804|
|278,312|2,272,909|90     |601         |AOA7009       |0     |1          |2025-11-30 13:45:55.043|
|278,313|2,272,917|90     |662         |EMX9794       |0     |1          |2025-11-30 13:49:13.691|
|278,314|2,272,930|90     |586         |FUL5067       |0     |1          |2025-11-30 13:52:14.16 |
|278,315|2,272,940|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:54:27.202|
|278,316|2,272,950|90     |533         |FJA7786       |0     |1          |2025-11-30 13:56:22.819|
|278,317|2,272,952|90     |445         |GUP2101       |0     |1          |2025-11-30 13:56:41.699|
|278,318|2,272,966|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 13:59:03.947|
|278,319|2,272,974|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:00:05.74 |
|278,320|2,272,983|90     |632         |FAH0311       |0     |1          |2025-11-30 14:00:40.342|
|278,321|2,272,986|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:01:47.731|
|278,322|2,273,000|90     |506         |GDF1889       |0     |1          |2025-11-30 14:04:19.355|
|278,323|2,273,005|90     |476         |EEE8H95       |0     |1          |2025-11-30 14:05:51.998|
|278,324|2,273,006|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:06:51.499|
|278,325|2,273,028|90     |567         |CRM1J09       |0     |1          |2025-11-30 14:15:01.56 |
|278,326|2,273,052|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:18:23.994|
|278,327|2,273,081|93     |840         |TJV8G94       |0     |1          |2025-11-30 14:25:05.481|
|278,328|2,273,085|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:26:09.417|
|278,329|2,273,090|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:27:34.023|
|278,330|2,273,092|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:27:49.466|
|278,331|2,273,094|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:28:04.462|
|278,332|2,273,110|90     |473         |FGB5693       |0     |1          |2025-11-30 14:34:56.642|
|278,333|2,273,116|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:35:52.448|
|278,334|2,273,126|90     |619         |EGG4378       |0     |1          |2025-11-30 14:41:11.641|
|278,335|2,273,139|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:50:56.349|
|278,336|2,273,196|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 14:54:33.54 |
|278,337|2,273,232|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:09:58.565|
|278,338|2,273,234|89     |366         |SDX9E86       |0     |1          |2025-11-30 15:10:16.963|
|278,339|2,273,260|90     |610         |FCL7056       |0     |1          |2025-11-30 15:22:51.896|
|278,340|2,273,265|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:25:11.907|
|278,341|2,273,284|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:27:31.305|
|278,342|2,273,304|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:29:33.291|
|278,343|2,273,305|88     |298         |EDA1C93       |0     |1          |2025-11-30 15:29:43.578|
|278,344|2,273,306|90     |560         |ELN1547       |0     |1          |2025-11-30 15:29:58.991|
|278,345|2,273,307|90     |661         |FPL0G37       |0     |1          |2025-11-30 15:30:24.145|
|278,346|2,273,308|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:30:31.894|
|278,347|2,273,330|93     |846         |SYH9F43       |0     |1          |2025-11-30 15:34:56.302|
|278,348|2,273,332|90     |492         |GAC6C26       |0     |1          |2025-11-30 15:35:01.028|
|278,349|2,273,345|93     |846         |SYH9F43       |0     |1          |2025-11-30 15:36:26.377|
|278,350|2,273,346|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:36:35.074|
|278,351|2,273,351|90     |729         |EUX1805       |0     |1          |2025-11-30 15:36:53.988|
|278,352|2,273,355|90     |610         |FCL7056       |0     |1          |2025-11-30 15:38:06.433|
|278,353|2,273,364|90     |488         |TIT5A86       |0     |1          |2025-11-30 15:39:38.313|
|278,354|2,273,389|93     |911         |EZJ7B82       |0     |1          |2025-11-30 15:43:45.355|
|278,355|2,273,410|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:45:37.847|
|278,356|2,273,440|90     |630         |EZG1614       |0     |1          |2025-11-30 15:49:14.145|
|278,357|2,273,457|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:50:20.633|
|278,358|2,273,492|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:53:23.625|
|278,359|2,273,557|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 15:57:52.419|
|278,360|2,273,689|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 16:13:24.575|
|278,361|2,273,732|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 16:16:40.569|
|278,362|2,273,775|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 16:20:32.763|
|278,363|2,273,878|88     |242         |GDI3H69       |0     |1          |2025-11-30 16:32:30.599|
|278,364|2,273,879|88     |242         |GDI3H69       |0     |1          |2025-11-30 16:32:33.644|
|278,365|2,273,883|90     |648         |ELS0702       |0     |1          |2025-11-30 16:33:59.561|
|278,366|2,273,921|90     |570         |SVG2C33       |0     |1          |2025-11-30 16:39:28.979|
|278,367|2,273,990|90     |704         |FUN0623       |0     |1          |2025-11-30 16:50:59.258|
|278,368|2,274,002|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 16:53:34.864|
|278,369|2,274,007|93     |899         |SUU4F54       |0     |1          |2025-11-30 16:55:34.135|
|278,370|2,274,016|93     |917         |FTE6861       |0     |1          |2025-11-30 16:58:23.312|
|278,371|2,274,019|90     |644         |FZJ4951       |0     |1          |2025-11-30 16:58:25.004|
|278,372|2,274,022|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 16:58:37.845|
|278,373|2,274,040|90     |480         |FVU8592       |0     |1          |2025-11-30 17:00:03.137|
|278,374|2,274,073|90     |627         |FQB9C56       |0     |1          |2025-11-30 17:03:44.286|
|278,375|2,274,102|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 17:10:35.62 |
|278,376|2,274,115|90     |660         |FXH2A12       |0     |1          |2025-11-30 17:14:56.065|
|278,377|2,274,146|93     |912         |FGL1F04       |0     |1          |2025-11-30 17:19:20.728|
|278,378|2,274,166|90     |534         |FVV1661       |0     |1          |2025-11-30 17:23:32.207|
|278,379|2,274,167|90     |692         |GBA6899       |0     |1          |2025-11-30 17:24:01.948|
|278,380|2,274,182|90     |428         |PZY5E90       |0     |1          |2025-11-30 17:31:46.281|
|278,381|2,274,194|90     |565         |DDG2354       |0     |1          |2025-11-30 17:33:24.314|
|278,382|2,274,202|90     |473         |FGB5693       |0     |1          |2025-11-30 17:35:02.728|
|278,383|2,274,203|90     |473         |FGB5693       |0     |1          |2025-11-30 17:35:16.038|
|278,384|2,274,219|90     |691         |EYY9G22       |0     |1          |2025-11-30 17:37:12.111|
|278,385|2,274,230|88     |202         |GHL7G04       |0     |1          |2025-11-30 17:40:00.367|
|278,386|2,274,252|93     |912         |FGL1F04       |0     |1          |2025-11-30 17:45:14.084|
|278,387|2,274,254|90     |585         |FCD6007       |0     |1          |2025-11-30 17:45:22.04 |
|278,388|2,274,275|90     |691         |EYY9G22       |0     |1          |2025-11-30 17:51:24.048|
|278,389|2,274,284|90     |554         |FYT8646       |0     |1          |2025-11-30 17:54:44.25 |
|278,390|2,274,285|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 17:55:44.089|
|278,391|2,274,286|90     |603         |EMC8273       |0     |1          |2025-11-30 17:56:29.675|
|278,392|2,274,290|93     |844         |EFW1G31       |0     |1          |2025-11-30 17:58:42.192|
|278,393|2,274,292|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 17:58:58.683|
|278,394|2,274,298|90     |599         |FEG4544       |0     |1          |2025-11-30 18:01:45.509|
|278,395|2,274,305|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:03:04.472|
|278,396|2,274,319|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:07:10.466|
|278,397|2,274,332|90     |536         |DUM9888       |0     |1          |2025-11-30 18:11:31.036|
|278,398|2,274,367|90     |445         |GUP2101       |0     |1          |2025-11-30 18:15:40.333|
|278,399|2,274,386|90     |470         |FKR0160       |0     |1          |2025-11-30 18:18:52.95 |
|278,400|2,274,410|90     |633         |FUG1823       |0     |1          |2025-11-30 18:22:03.752|
|278,401|2,274,424|90     |517         |GAE7J16       |0     |1          |2025-11-30 18:23:19.686|
|278,402|2,274,459|90     |633         |FUG1823       |0     |1          |2025-11-30 18:29:01.189|
|278,403|2,274,486|90     |451         |FXE5207       |0     |1          |2025-11-30 18:35:24.477|
|278,404|2,274,490|90     |633         |FUG1823       |0     |1          |2025-11-30 18:36:07.67 |
|278,405|2,274,511|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:38:25.973|
|278,406|2,274,517|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:39:17.373|
|278,407|2,274,536|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:40:25.771|
|278,408|2,274,547|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 18:42:37.959|
|278,409|2,274,556|90     |633         |FUG1823       |0     |1          |2025-11-30 18:44:02.748|
|278,410|2,274,615|90     |633         |FUG1823       |0     |1          |2025-11-30 18:49:36.683|
|278,411|2,274,652|90     |633         |FUG1823       |0     |1          |2025-11-30 18:54:17.825|
|278,412|2,274,677|90     |648         |ELS0702       |0     |1          |2025-11-30 18:57:17.695|
|278,413|2,274,729|90     |633         |FUG1823       |0     |1          |2025-11-30 19:02:13.989|
|278,414|2,274,739|90     |633         |FUG1823       |0     |1          |2025-11-30 19:02:57.038|
|278,415|2,274,807|90     |633         |FUG1823       |0     |1          |2025-11-30 19:13:07.64 |
|278,416|2,274,815|93     |882         |DTP6551       |0     |1          |2025-11-30 19:13:59.827|
|278,417|2,274,846|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 19:17:39.075|
|278,418|2,274,896|90     |633         |FUG1823       |0     |1          |2025-11-30 19:23:33.931|
|278,419|2,274,901|90     |633         |FUG1823       |0     |1          |2025-11-30 19:24:31.872|
|278,420|2,274,934|90     |633         |FUG1823       |0     |1          |2025-11-30 19:28:09.591|
|278,421|2,274,940|90     |633         |FUG1823       |0     |1          |2025-11-30 19:28:43.083|
|278,422|2,274,943|90     |633         |FUG1823       |0     |1          |2025-11-30 19:28:49.947|
|278,423|2,275,004|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 19:55:22.358|
|278,424|2,275,109|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 20:16:19.912|
|278,425|2,275,177|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 20:36:10.379|
|278,426|2,275,252|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 20:52:27.302|
|278,427|2,275,390|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 21:27:43.695|
|278,428|2,275,420|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 21:33:19.713|
|278,429|2,275,432|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 21:37:02.569|
|278,430|2,275,467|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 21:49:52.337|
|278,431|2,275,497|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 21:56:14.973|
|278,432|2,275,598|93     |923         |GDS1301       |0     |1          |2025-11-30 22:04:55.292|
|278,433|2,275,623|90     |633         |FUG1823       |0     |1          |2025-11-30 22:12:36.513|
|278,434|2,275,674|90     |633         |FUG1823       |0     |1          |2025-11-30 22:18:17.464|
|278,435|2,275,685|90     |633         |FUG1823       |0     |1          |2025-11-30 22:19:24.432|
|278,436|2,275,732|90     |633         |FUG1823       |0     |1          |2025-11-30 22:25:27.096|
|278,437|2,275,810|93     |846         |SYH9F43       |0     |1          |2025-11-30 22:34:54.972|
|278,438|2,275,831|90     |633         |FUG1823       |0     |1          |2025-11-30 22:38:04.59 |
|278,439|2,275,841|90     |633         |FUG1823       |0     |1          |2025-11-30 22:40:26.788|
|278,440|2,275,902|90     |633         |FUG1823       |0     |1          |2025-11-30 22:49:42.823|
|278,441|2,275,962|90     |633         |FUG1823       |0     |1          |2025-11-30 22:58:26.788|
|278,442|2,275,996|90     |633         |FUG1823       |0     |1          |2025-11-30 23:02:52.419|
|278,443|2,276,007|90     |633         |FUG1823       |0     |1          |2025-11-30 23:04:25.633|
|278,444|2,276,037|[NULL] |[NULL]      |[NULL]        |1     |0          |2025-11-30 23:08:27.825|
|278,445|2,276,052|90     |633         |FUG1823       |0     |1          |2025-11-30 23:10:02.961|
|278,446|2,276,053|90     |633         |FUG1823       |0     |1          |2025-11-30 23:10:15.432|
|278,447|2,276,055|90     |633         |FUG1823       |0     |1          |2025-11-30 23:10:23.904|
|278,448|2,276,079|90     |633         |FUG1823       |0     |1          |2025-11-30 23:13:09.52 |
|278,449|2,276,096|90     |633         |FUG1823       |0     |1          |2025-11-30 23:14:46.763|
|278,450|2,276,102|90     |633         |FUG1823       |0     |1          |2025-11-30 23:15:46.806|
|278,451|2,276,237|90     |633         |FUG1823       |0     |1          |2025-11-30 23:49:59.648|
|278,452|2,276,341|90     |633         |FUG1823       |0     |1          |2025-12-01 00:01:59.46 |
|278,453|2,276,464|90     |633         |FUG1823       |0     |1          |2025-12-01 00:17:26.227|
|278,454|2,276,743|90     |633         |FUG1823       |0     |1          |2025-12-01 00:49:20.76 |
|278,455|2,276,792|90     |633         |FUG1823       |0     |1          |2025-12-01 00:57:03.696|
|278,456|2,277,035|90     |586         |FUL5067       |0     |1          |2025-12-01 01:35:27.916|
|278,457|2,277,130|90     |633         |FUG1823       |0     |1          |2025-12-01 01:50:16.546|
|278,458|2,277,138|90     |633         |FUG1823       |0     |1          |2025-12-01 01:51:07.077|
|278,459|2,277,170|90     |633         |FUG1823       |0     |1          |2025-12-01 01:55:01.889|
|278,460|2,277,195|90     |633         |FUG1823       |0     |1          |2025-12-01 01:58:12.431|
|278,461|2,277,279|90     |633         |FUG1823       |0     |1          |2025-12-01 02:09:59.731|
|278,462|2,277,400|90     |633         |FUG1823       |0     |1          |2025-12-01 02:29:51.949|
|278,463|2,277,465|90     |633         |FUG1823       |0     |1          |2025-12-01 02:42:32.737|
|278,464|2,277,520|90     |633         |FUG1823       |0     |1          |2025-12-01 02:54:05.114|
|278,465|2,277,592|90     |633         |FUG1823       |0     |1          |2025-12-01 03:05:22.84 |
|278,466|2,277,618|90     |633         |FUG1823       |0     |1          |2025-12-01 03:09:41.912|
|278,467|2,277,679|90     |633         |FUG1823       |0     |1          |2025-12-01 03:17:57.732|
|278,468|2,277,954|90     |633         |FUG1823       |0     |1          |2025-12-01 03:58:39.379|
|278,469|2,278,017|90     |633         |FUG1823       |0     |1          |2025-12-01 04:05:12.204|
|278,470|2,278,036|90     |633         |FUG1823       |0     |1          |2025-12-01 04:09:32.631|
|278,471|2,278,043|90     |633         |FUG1823       |0     |1          |2025-12-01 04:11:24.954|
|278,472|2,278,082|90     |633         |FUG1823       |0     |1          |2025-12-01 04:17:47.174|
|278,473|2,278,097|90     |633         |FUG1823       |0     |1          |2025-12-01 04:21:24.873|
|278,474|2,278,105|90     |633         |FUG1823       |0     |1          |2025-12-01 04:22:55.576|
|278,475|2,278,108|90     |633         |FUG1823       |0     |1          |2025-12-01 04:23:25.046|
|278,476|2,278,123|90     |633         |FUG1823       |0     |1          |2025-12-01 04:25:49.34 |
|278,477|2,278,136|90     |633         |FUG1823       |0     |1          |2025-12-01 04:27:23.885|
|278,478|2,278,141|90     |633         |FUG1823       |0     |1          |2025-12-01 04:28:11.71 |
|278,479|2,278,146|90     |633         |FUG1823       |0     |1          |2025-12-01 04:28:46.456|
|278,480|2,278,147|90     |633         |FUG1823       |0     |1          |2025-12-01 04:28:49.196|
|278,481|2,278,152|90     |633         |FUG1823       |0     |1          |2025-12-01 04:29:55.013|
|278,482|2,278,154|90     |633         |FUG1823       |0     |1          |2025-12-01 04:30:00.552|
|278,483|2,278,157|90     |633         |FUG1823       |0     |1          |2025-12-01 04:30:24.225|
|278,484|2,278,160|90     |633         |FUG1823       |0     |1          |2025-12-01 04:31:13.332|
|278,485|2,278,162|90     |633         |FUG1823       |0     |1          |2025-12-01 04:31:27.128|
|278,486|2,278,164|90     |633         |FUG1823       |0     |1          |2025-12-01 04:31:48.06 |
|278,487|2,278,165|90     |633         |FUG1823       |0     |1          |2025-12-01 04:32:04.879|
|278,488|2,278,166|90     |633         |FUG1823       |0     |1          |2025-12-01 04:32:06.31 |
|278,489|2,278,177|90     |633         |FUG1823       |0     |1          |2025-12-01 04:34:24.636|
|278,490|2,278,181|90     |633         |FUG1823       |0     |1          |2025-12-01 04:35:12.236|
