|id |role_name|permissions|client_id|description|
|100|VSG|["ViewHeatmapStats", "AddLprList", "ViewLprEvents", "ViewFaceAnalytic", "ViewPoseEstimationNotification", "ManageMotionAnalytics", "ExportLprAlerts", "ExportLprSearch", "EditLprListElement", "ViewFaceStatistics", "ManageLprAnalytic", "ManageParkingAnalytics", "ViewReidSearch", "AddFaceList", "EditFaceListElement", "ViewFaceLists", "ViewGunDetectorNotifications", "DeleteFaceList", "EditFaceList", "DeleteFaceListElement", "ViewObjectInZoneAnalytics", "ManageGenderAgeAnalytics", "ViewReidAnalytic", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewHeatmapAnalytics", "ViewAttributeReidSearch", "ManageUsers", "ManageSmokeFireAnalytics", "ViewLprSearch", "AddLprListElement", "ViewParkingComments", "ViewRailroadSearch", "ViewFaceSearch", "ViewObjectInZoneNotification", "ViewAlprSpeedReports", "ManageAlprSpeedRule", "EditLprList", "ViewLprLists", "ManageRoles", "ViewLiveTrafficAnalytics", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManageHardHatAnalytic", "ViewSmokeFireNotifications", "ViewParkingEvents", "ViewMotionNotification", "ViewHardHatNotifications", "ViewTrafficAnalytic", "ViewUsers", "ManageFaceAnalytic", "ManageStreams", "DeleteLprList", "ViewRailroadAnalytic", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ManagePoseEstimationAnalytics", "ViewTrafficEvents", "ViewLprAlertsStats", "ViewRoles", "ViewGunDetectorAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageHeatmapAnalytics", "ViewPoseEstimationAnalytics", "ManageParkingComments", "ManageEvents", "ViewTrafficStats", "ViewStreams", "ManageReidAnalytic", "ManageObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewGenderAgeStats", "ViewParkingSearch", "ViewParkingSettings", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ManageTrafficAnalytic", "ManageGunDetectorAnalytics", "ManageRailroadAnalytic", "AddFaceListElement", "ViewLprStats", "ViewFaceEvents"]|0|[NULL]|
|101|ON DISTRIBUIDORA|["ManageHardHatAnalytic", "ViewAlprSpeedRule", "ViewGenderAgeAnalytics", "ViewLiveTrafficAnalytics", "ViewGunDetectorAnalytics", "ManageStreams", "DeleteLprList", "ManageMotionAnalytics", "ViewPoseEstimationAnalytics", "ViewLprStats", "ManageParkingComments", "ViewRoles", "ManageFaceAnalytic", "ViewHardHatAnalytics", "ViewRailroadAnalytic", "ViewMotionAnalytics", "ViewParkingComments", "ViewReidAnalytic", "ManageAlprSpeedRule", "ViewTrafficStats", "ExportLprSearch", "ViewUsers", "ViewLogs", "ViewTrafficAnalytic", "ViewFaceLists", "EditFaceList", "ManageSmokeFireAnalytics", "ManageLprAnalytic", "ViewLprAlertsStats", "ViewFaceSearch", "ManageParkingAnalytics", "DeleteLprListElement", "ViewGenderAgeStats", "ViewGunDetectorNotifications", "AddFaceListElement", "ViewPoseEstimationNotification", "ViewParkingSettings", "ViewStreams", "ViewFaceEvents", "AcceptObjectInZoneNotification", "ViewLprLists", "EditFaceListElement", "ViewRailroadSearch", "ViewLprEvents", "AddLprList", "ViewParkingEvents", "ViewTrafficObjectCounter", "ManageGenderAgeAnalytics", "ViewHeatmapStats", "ViewTrafficEvents", "AddLprListElement", "DeleteFaceListElement", "ViewFaceAnalytic", "ViewMotionNotification", "ViewReidSearch", "ManageRailroadAnalytic", "AddFaceList", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManagePoseEstimationAnalytics", "ManageEvents", "ManageGunDetectorAnalytics", "ManageRoles", "ViewObjectInZoneAnalytics", "EditLprListElement", "ViewAttributeReidSearch", "ManageTrafficAnalytic", "DeleteFaceList", "ViewSmokeFireNotifications", "ManageReidAnalytic", "ExportLprAlerts", "ManageUsers", "EditLprList", "ViewFaceStatistics", "ManageHeatmapAnalytics", "ManageObjectInZoneAnalytics", "ViewSmokeFireAnalytics", "ViewObjectInZoneNotification", "ViewHeatmapAnalytics", "ViewLprSearch", "ViewAlprSpeedReports", "ViewParkingSearch", "ViewParkingAnalytics", "ViewHardHatNotifications"]|0|[NULL]|
|102|OPERADOR TRAJANO|["ManageEvents", "ManageHeatmapAnalytics", "ExportLprSearch", "AcceptObjectInZoneNotification", "ViewFaceStatistics", "ViewGenderAgeStats", "ManageParkingComments", "ViewFaceSearch", "ViewTrafficEvents", "AddLprListElement", "DeleteFaceListElement", "ViewLprAnalytic", "ViewRoles", "ViewLiveTrafficAnalytics", "ViewFaceEvents", "ViewReidSearch", "DeleteLprList", "ViewPoseEstimationAnalytics", "DeleteFaceList", "ViewTrafficAnalytic", "ManageMotionAnalytics", "ViewLprLists", "ViewFaceAnalytic", "ViewLprSearch", "ViewAlprSpeedRule", "ManageParkingAnalytics", "ManageAlprSpeedRule", "ViewLprStats", "ManageHardHatAnalytic", "ViewParkingSearch", "ViewHardHatNotifications", "ManageReidAnalytic", "ViewObjectInZoneNotification", "ViewUsers", "ManageTrafficAnalytic", "ManagePoseEstimationAnalytics", "ViewParkingComments", "EditFaceList", "ViewGunDetectorAnalytics", "ViewTrafficObjectCounter", "AddLprList", "ViewStreams", "ViewObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewFaceLists", "ViewParkingSettings", "ManageRoles", "AddFaceList", "ViewLprAlertsStats", "ManageGunDetectorAnalytics", "ManageSmokeFireAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ViewGenderAgeAnalytics", "ManageStreams", "ViewAlprSpeedEvents", "ManageGenderAgeAnalytics", "ExportLprAlerts", "EditFaceListElement", "DeleteLprListElement", "ViewHardHatAnalytics", "ViewHeatmapAnalytics", "ViewReidAnalytic", "AddFaceListElement", "ViewLprEvents", "ManageUsers", "EditLprList", "ViewMotionNotification", "ViewGunDetectorNotifications", "ViewSmokeFireNotifications", "ViewTrafficStats", "ViewAlprSpeedReports", "ViewParkingEvents", "ViewAttributeReidSearch", "ViewPoseEstimationNotification", "ManageFaceAnalytic", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewHeatmapStats", "EditLprListElement"]|0|[NULL]|
|103|JUSBRASIL-USERS|["ViewFaceStatistics", "AddFaceListElement", "DeleteFaceListElement", "ManageFaceAnalytic", "ViewFaceAnalytic", "ViewFaceEvents", "AddFaceList", "ViewFaceLists", "DeleteFaceList", "EditFaceListElement", "EditFaceList", "ViewFaceSearch"]|0|[NULL]|
|104|Operador Praia Fort|["ViewGunDetectorNotifications", "ViewReidSearch", "ManageGunDetectorAnalytics", "ManageMotionAnalytics", "ManageParkingAnalytics", "ViewSmokeFireAnalytics", "ManageFaceAnalytic", "ViewParkingComments", "AddFaceListElement", "EditFaceListElement", "EditLprList", "ViewObjectInZoneNotification", "ViewAlprSpeedEvents", "ViewAlprSpeedRule", "ManageLprAnalytic", "ViewRoles", "ViewFaceAnalytic", "ManageEvents", "EditFaceList", "ExportLprAlerts", "AddFaceList", "ManageTrafficAnalytic", "ManageSmokeFireAnalytics", "ViewParkingAnalytics", "ManageReidAnalytic", "ManageUsers", "ViewStreams", "ViewMotionNotification", "ViewFaceStatistics", "ViewFaceEvents", "ManageParkingComments", "ViewTrafficStats", "ManagePoseEstimationAnalytics", "ViewTrafficAnalytic", "ViewLprStats", "ViewReidAnalytic", "AddLprList", "ViewLprAnalytic", "ViewPoseEstimationAnalytics", "ViewParkingEvents", "ViewAlprSpeedReports", "ViewLiveTrafficAnalytics", "ViewLprEvents", "ViewAttributeReidSearch", "ViewPoseEstimationNotification", "AddLprListElement", "ViewParkingSearch", "ViewLprAlertsStats", "ViewLprSearch", "ViewGunDetectorAnalytics", "ManageRoles", "ViewObjectInZoneAnalytics", "ViewTrafficObjectCounter", "DeleteFaceListElement", "ViewMotionAnalytics", "ViewSmokeFireNotifications", "AcceptObjectInZoneNotification", "ManageObjectInZoneAnalytics", "ViewFaceLists", "ViewParkingSettings", "ViewTrafficEvents", "DeleteFaceList", "DeleteLprList", "ManageAlprSpeedRule", "ViewLprLists", "ViewUsers", "ExportLprSearch", "ViewFaceSearch", "DeleteLprListElement", "ManageStreams", "EditLprListElement"]|0|[NULL]|
|105|OPERADOR|["DeleteFaceListElement", "DeleteLprListElement", "ViewObjectInZoneNotification", "ViewFaceStatistics", "ViewFaceEvents", "AddFaceListElement", "EditFaceList", "ViewAlprSpeedEvents", "ExportLprAlerts", "ViewLprStats", "AddLprList", "ExportLprSearch", "ViewAlprSpeedRule", "AddFaceList", "DeleteLprList", "EditLprListElement", "ViewLprAlertsStats", "ViewAlprSpeedReports", "AcceptObjectInZoneNotification", "ViewLprLists", "ViewFaceLists", "ViewLprSearch", "ViewLprEvents", "ManageAlprSpeedRule", "EditLprList", "ViewFaceSearch", "ViewGunDetectorNotifications", "AddLprListElement", "DeleteFaceList", "EditFaceListElement"]|0|[NULL]|
|106|DAVI|["ViewServers", "ViewRoles", "ViewFaceStatistics", "ViewLprStats", "ManageBranding", "ManageInstalledPlugins", "ViewLprEvents", "ManageFaceAnalytic", "AddFaceList", "AddLprList", "ViewFaceAnalytic", "ViewAlprSpeedRule", "ManageStreams", "EditFaceList", "ExportLprAlerts", "ManageEvents", "ViewAlprSpeedEvents", "ViewLprAlertsStats", "AddFaceListElement", "ViewAlprSpeedReports", "ViewFaceLists", "ViewFaceSearch", "ViewUsers", "ExportLprSearch", "ViewFaceEvents", "AcceptObjectInZoneNotification", "ViewLprSearch", "ViewLprAnalytic", "ManageMarketplacePlugins", "ViewLprLists", "ViewObjectInZoneAnalytics", "ManageUpdates", "ViewGunDetectorNotifications", "ViewGunDetectorAnalytics", "ViewObjectInZoneNotification", "EditNotificationSounds", "ViewLogs", "ViewStreams"]|0|[NULL]|
|107|OPERADOR TWG|["ViewLprAnalytic", "ManageEvents", "ViewLprLists", "ManageLprAnalytic", "EditLprList", "ViewLprEvents", "DeleteLprList", "ViewAlprSpeedEvents", "ManageAlprSpeedRule", "ViewStreams", "ViewLprSearch", "ViewLprStats", "EditLprListElement", "ManageStreams", "AddLprListElement", "ViewAlprSpeedReports", "AddLprList", "ViewAlprSpeedRule", "ExportLprAlerts", "DeleteLprListElement", "ExportLprSearch", "ViewLprAlertsStats"]|0|[NULL]|
|108|SUPERVIAO|["ViewHeatmapStats", "AddLprList", "ViewLprEvents", "ViewFaceAnalytic", "ViewPoseEstimationNotification", "ManageMotionAnalytics", "ExportLprAlerts", "ExportLprSearch", "EditLprListElement", "ViewFaceStatistics", "ManageLprAnalytic", "ManageParkingAnalytics", "ViewReidSearch", "AddFaceList", "EditFaceListElement", "ViewFaceLists", "ViewGunDetectorNotifications", "DeleteFaceList", "EditFaceList", "DeleteFaceListElement", "ViewObjectInZoneAnalytics", "ManageGenderAgeAnalytics", "ViewReidAnalytic", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewHeatmapAnalytics", "ViewAttributeReidSearch", "ManageUsers", "ManageSmokeFireAnalytics", "ViewLprSearch", "AddLprListElement", "ViewParkingComments", "ViewRailroadSearch", "ViewFaceSearch", "ViewObjectInZoneNotification", "ViewAlprSpeedReports", "ManageAlprSpeedRule", "EditLprList", "ViewLprLists", "ManageRoles", "ViewLiveTrafficAnalytics", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManageHardHatAnalytic", "ViewSmokeFireNotifications", "ViewParkingEvents", "ViewMotionNotification", "ViewHardHatNotifications", "ViewTrafficAnalytic", "ViewUsers", "ManageFaceAnalytic", "ManageStreams", "DeleteLprList", "ViewRailroadAnalytic", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ManagePoseEstimationAnalytics", "ViewTrafficEvents", "ViewLprAlertsStats", "ViewRoles", "ViewGunDetectorAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageHeatmapAnalytics", "ViewPoseEstimationAnalytics", "ManageParkingComments", "ManageEvents", "ViewTrafficStats", "ViewStreams", "ManageReidAnalytic", "ManageObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewGenderAgeStats", "ViewParkingSearch", "ViewParkingSettings", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ManageTrafficAnalytic", "ManageGunDetectorAnalytics", "ManageRailroadAnalytic", "AddFaceListElement", "ViewLprStats", "ViewFaceEvents"]|0|[NULL]|
|109|MARTEL|["ViewHeatmapStats", "AddLprList", "ViewLprEvents", "ViewFaceAnalytic", "ViewPoseEstimationNotification", "ManageMotionAnalytics", "ExportLprAlerts", "ExportLprSearch", "EditLprListElement", "ViewFaceStatistics", "ManageLprAnalytic", "ManageParkingAnalytics", "ViewReidSearch", "AddFaceList", "EditFaceListElement", "ViewFaceLists", "ViewGunDetectorNotifications", "DeleteFaceList", "EditFaceList", "DeleteFaceListElement", "ViewObjectInZoneAnalytics", "ManageGenderAgeAnalytics", "ViewReidAnalytic", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewHeatmapAnalytics", "ViewAttributeReidSearch", "ManageUsers", "ManageSmokeFireAnalytics", "ViewLprSearch", "AddLprListElement", "ViewParkingComments", "ViewRailroadSearch", "ViewFaceSearch", "ViewObjectInZoneNotification", "ViewAlprSpeedReports", "ManageAlprSpeedRule", "EditLprList", "ViewLprLists", "ManageRoles", "ViewLiveTrafficAnalytics", "ViewAlprSpeedEvents", "ViewLprAnalytic", "ManageHardHatAnalytic", "ViewSmokeFireNotifications", "ViewParkingEvents", "ViewMotionNotification", "ViewHardHatNotifications", "ViewTrafficAnalytic", "ViewUsers", "ManageFaceAnalytic", "ManageStreams", "DeleteLprList", "ViewRailroadAnalytic", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ManagePoseEstimationAnalytics", "ViewTrafficEvents", "ViewLprAlertsStats", "ViewRoles", "ViewGunDetectorAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ManageHeatmapAnalytics", "ViewPoseEstimationAnalytics", "ManageParkingComments", "ManageEvents", "ViewTrafficStats", "ViewStreams", "ManageReidAnalytic", "ManageObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewGenderAgeStats", "ViewParkingSearch", "ViewParkingSettings", "ViewTrafficObjectCounter", "ViewHardHatAnalytics", "ManageTrafficAnalytic", "ManageGunDetectorAnalytics", "ManageRailroadAnalytic", "AddFaceListElement", "ViewLprStats", "ViewFaceEvents"]|0|[NULL]|
|110|OPERADOR GTTAM|["ViewLiveTrafficAnalytics", "ViewFaceEvents", "ViewLprEvents", "ViewTrafficObjectCounter", "ViewAlprSpeedEvents", "EditFaceList", "ViewTrafficAnalytic", "ViewFaceSearch", "ViewStreams", "EditFaceListElement", "ViewLprStats", "ViewTrafficEvents", "EditLprListElement", "ViewTrafficStats", "DeleteFaceListElement", "AddFaceListElement", "AcceptObjectInZoneNotification", "ExportLprSearch", "ManageEvents", "ManageFaceAnalytic", "ManageLprAnalytic", "ManageObjectInZoneAnalytics", "ViewLprAnalytic", "ManageTrafficAnalytic", "DeleteFaceList", "DeleteLprList", "ViewFaceLists", "ViewFaceAnalytic", "ViewLprSearch", "ManageAlprSpeedRule", "ViewObjectInZoneAnalytics", "AddFaceList", "ManageStreams", "AddLprListElement", "ViewAlprSpeedReports", "AddLprList", "ExportLprAlerts", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewLprAlertsStats", "ViewObjectInZoneNotification", "EditLprList", "ViewLprLists", "ViewFaceStatistics"]|0|[NULL]|
|111|STRATUM|["ManageSmokeFireAnalytics", "ViewLprStats", "ViewFaceSearch", "EditLprListElement", "AddLprList", "ManageLprAnalytic", "ViewAlprSpeedEvents", "ViewHardHatNotifications", "ViewAlprSpeedRule", "AddLprListElement", "ViewHardHatAnalytics", "ViewLiveTrafficAnalytics", "EditLprList", "AcceptObjectInZoneNotification", "ManageStreams", "ViewFaceStatistics", "ViewFaceAnalytic", "ExportLprAlerts", "ViewLprAlertsStats", "ViewTrafficStats", "ViewAlprSpeedReports", "AddFaceListElement", "DeleteFaceList", "ViewLprLists", "AddFaceList", "EditFaceList", "ManageFaceAnalytic", "ViewPoseEstimationAnalytics", "EditFaceListElement", "ViewFaceLists", "ViewStreams", "ViewLprSearch", "DeleteFaceListElement", "ManageEvents", "ViewObjectInZoneAnalytics", "ViewFaceEvents", "ViewSmokeFireAnalytics", "ViewPoseEstimationNotification", "ExportLprSearch", "ManageTrafficAnalytic", "ManageAlprSpeedRule", "ViewTrafficAnalytic", "ViewObjectInZoneNotification", "ViewLprEvents", "DeleteLprListElement", "ViewTrafficObjectCounter", "ViewTrafficEvents", "ViewSmokeFireNotifications", "ManageHardHatAnalytic", "DeleteLprList", "ManagePoseEstimationAnalytics", "ViewLprAnalytic", "ManageObjectInZoneAnalytics"]|0|[NULL]|
|112|VEMCO|["DeleteFaceList", "ManageStreams", "DeleteFaceListElement", "ViewFaceEvents", "ViewStreams", "ViewTrafficObjectCounter", "ViewFaceSearch", "ViewRoles", "ViewUsers", "AddFaceListElement", "EditFaceList", "ViewTrafficStats", "ViewLiveTrafficAnalytics", "ViewTrafficAnalytic", "ManageEvents", "ManageTrafficAnalytic", "EditFaceListElement", "ViewFaceAnalytic", "AddFaceList", "ViewFaceLists", "ViewFaceStatistics", "ViewTrafficEvents", "ManageRoles", "ManageUsers", "ManageFaceAnalytic"]|0|[NULL]|
|113|Cliente 01|["ViewFaceSearch", "ViewFaceStatistics", "ViewTrafficStats", "ViewFaceAnalytic"]|0|[NULL]|
|114|SOLUTION|["DeleteLprList", "ViewFaceSearch", "ViewFaceAnalytic", "ViewGenderAgeStats", "ViewTrafficStats", "AddFaceList", "ViewTrafficEvents", "EditLprListElement", "ViewPoseEstimationNotification", "DeleteFaceListElement", "ViewAlprSpeedReports", "ViewParkingEvents", "AddLprList", "AcceptObjectInZoneNotification", "ViewParkingSearch", "ViewObjectInZoneNotification", "ManageGenderAgeAnalytics", "ManageEvents", "ViewLprLists", "ManageObjectInZoneAnalytics", "ViewPoseEstimationAnalytics", "ViewLiveTrafficAnalytics", "ViewLprEvents", "ViewTrafficObjectCounter", "ViewFaceLists", "ViewHeatmapAnalytics", "ViewLprSearch", "ViewLprStats", "ManageAlprSpeedRule", "ManageStreams", "ViewReidSearch", "AddLprListElement", "ViewAttributeReidSearch", "ViewAlprSpeedRule", "ExportLprSearch", "ViewLprAlertsStats", "ManageReidAnalytic", "ViewSmokeFireAnalytics", "ManageParkingAnalytics", "ManageFaceAnalytic", "ManagePoseEstimationAnalytics", "ViewFaceStatistics", "EditLprList", "ManageTrafficAnalytic", "DeleteFaceList", "ViewTrafficAnalytic", "ViewObjectInZoneAnalytics", "EditFaceListElement", "ViewParkingSettings", "ManageParkingComments", "AddFaceListElement", "ManageSmokeFireAnalytics", "ViewParkingComments", "ViewSmokeFireNotifications", "ExportLprAlerts", "DeleteLprListElement", "ViewHeatmapStats", "ManageLprAnalytic", "ViewLprAnalytic", "ViewParkingAnalytics", "ViewFaceEvents", "ManageHeatmapAnalytics", "EditFaceList", "ViewAlprSpeedEvents", "ViewGenderAgeAnalytics", "ViewReidAnalytic"]|0|[NULL]|
|115|SUPERVISOR ATCOM|["ViewHeatmapStats", "ViewObjectInZoneNotification", "ManageParkingComments", "ManageTrafficAnalytic", "DeleteFaceList", "ViewParkingEvents", "AddLprList", "ViewParkingComments", "ViewAlprSpeedEvents", "ViewTrafficAnalytic", "DeleteLprList", "ViewMotionNotification", "ViewGunDetectorAnalytics", "ViewUsers", "EditLprListElement", "AddLprListElement", "ViewPoseEstimationAnalytics", "AddFaceListElement", "ManageHeatmapAnalytics", "EditFaceList", "ManageRoles", "ViewFaceSearch", "ManageAlprSpeedRule", "ViewGenderAgeStats", "ManageFaceAnalytic", "ManagePoseEstimationAnalytics", "ManageObjectInZoneAnalytics", "ViewPoseEstimationNotification", "ViewAlprSpeedReports", "AcceptObjectInZoneNotification", "ViewGenderAgeAnalytics", "ViewFaceAnalytic", "ViewHeatmapAnalytics", "ViewLprSearch", "ViewLprAlertsStats", "ViewStreams", "ViewSmokeFireAnalytics", "ManageParkingAnalytics", "AddFaceList", "ManageGenderAgeAnalytics", "ViewLiveTrafficAnalytics", "ManageSmokeFireAnalytics", "ViewAlprSpeedRule", "DeleteLprListElement", "ViewGunDetectorNotifications", "ViewLprStats", "EditFaceListElement", "ManageGunDetectorAnalytics", "ViewParkingAnalytics", "ViewFaceEvents", "ViewAttributeReidSearch", "ManageUsers", "ViewFaceLists", "ExportLprSearch", "ViewParkingSearch", "ManageReidAnalytic", "ViewObjectInZoneAnalytics", "ViewLprAnalytic", "ViewTrafficEvents", "ViewLprLists", "ViewFaceStatistics", "ManageMotionAnalytics", "EditLprList", "DeleteFaceListElement", "ViewRoles", "ViewLprEvents", "ViewMotionAnalytics", "ViewTrafficObjectCounter", "ViewSmokeFireNotifications", "ExportLprAlerts", "ViewReidAnalytic", "ViewTrafficStats", "ManageLprAnalytic", "ManageEvents", "ManageStreams", "ViewParkingSettings", "ViewReidSearch"]|0|[NULL]|
|116|OPERADOR|["ViewLiveTrafficAnalytics", "ViewTrafficObjectCounter", "ViewTrafficStats", "ViewTrafficEvents", "ViewTrafficAnalytic", "ViewStreams"]|0|[NULL]|
|117|spc|["EditFaceList", "DeleteFaceListElement", "AddFaceList", "ViewFaceAnalytic", "ViewFaceEvents", "ViewFaceSearch", "ViewFaceLists", "EditFaceListElement", "DeleteFaceList", "ViewFaceStatistics", "ViewStreams", "EditNotificationSounds", "AddFaceListElement"]|0|[NULL]|
|118|BENUVEM OPERADOR|["ViewFaceAnalytic", "DeleteFaceList", "EditFaceListElement", "ManageStreams", "DeleteFaceListElement", "ManageFaceAnalytic", "AddFaceList", "ViewFaceStatistics", "ViewFaceEvents", "ViewStreams", "EditFaceList", "AddFaceListElement", "ViewFaceLists", "ManageEvents", "ViewFaceSearch"]|0|[NULL]|
|119|OPERADOR MONITORY PLUS|["ManageEvents", "ManageHeatmapAnalytics", "ExportLprSearch", "AcceptObjectInZoneNotification", "ViewRailroadAnalytic", "ViewFaceStatistics", "ViewGenderAgeStats", "ManageParkingComments", "ViewFaceSearch", "ViewTrafficEvents", "AddLprListElement", "DeleteFaceListElement", "ViewLprAnalytic", "ViewRoles", "ViewLiveTrafficAnalytics", "ViewFaceEvents", "ViewReidSearch", "DeleteLprList", "ViewPoseEstimationAnalytics", "DeleteFaceList", "ViewTrafficAnalytic", "ManageMotionAnalytics", "ViewLprLists", "ViewFaceAnalytic", "ViewLprSearch", "ViewAlprSpeedRule", "ManageParkingAnalytics", "ManageAlprSpeedRule", "ViewLprStats", "ManageHardHatAnalytic", "ViewParkingSearch", "ViewHardHatNotifications", "ManageReidAnalytic", "ViewObjectInZoneNotification", "ViewUsers", "ManageTrafficAnalytic", "ManagePoseEstimationAnalytics", "ViewParkingComments", "EditFaceList", "ViewTrafficObjectCounter", "AddLprList", "ViewStreams", "ViewObjectInZoneAnalytics", "ViewParkingAnalytics", "ViewFaceLists", "ViewParkingSettings", "ManageRoles", "AddFaceList", "ViewLprAlertsStats", "ViewRailroadSearch", "ManageSmokeFireAnalytics", "ViewSmokeFireAnalytics", "ViewMotionAnalytics", "ViewGenderAgeAnalytics", "ManageStreams", "ViewAlprSpeedEvents", "ManageGenderAgeAnalytics", "ExportLprAlerts", "EditFaceListElement", "DeleteLprListElement", "ViewHardHatAnalytics", "ViewHeatmapAnalytics", "ViewReidAnalytic", "AddFaceListElement", "ViewLprEvents", "ManageUsers", "ManageRailroadAnalytic", "EditLprList", "ViewMotionNotification", "ViewTrafficStats", "ViewSmokeFireNotifications", "ViewAlprSpeedReports", "ViewParkingEvents", "ViewAttributeReidSearch", "ViewPoseEstimationNotification", "ManageFaceAnalytic", "ManageObjectInZoneAnalytics", "ManageLprAnalytic", "ViewHeatmapStats", "EditLprListElement"]|0|[NULL]|
