|id |uuid                                |title                   |description|created_at             |nodes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |client_id|
|58|7179b0ef-4662-4d6f-a025-300c272fdefc|TRUCK_02|TEST|2024-12-17 07:55:41.536|[{"id":"6eaa36ed-945c-4943-b8c0-e6ed2ebb1612","outputs":{},"params":{},"type":"stop","x":429,"y":373},{"id":"852509cc-daba-4a2e-8854-5baf0b9adcbd","outputs":{0:"1734434667879"},"params":{},"type":"start","x":100,"y":100},{"id":"1734434667879","outputs":{0:"6eaa36ed-945c-4943-b8c0-e6ed2ebb1612",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"devices","value":"358=1f345dc2-71d8-4d63-9710-b89819561b19"},{"param":"truck_aggregation_id","value":"10"},{"param":"base_direction","value":"270"},{"param":"entry_direction","value":"90"}],"id":1734434667884,"url":"http://108.181.199.224/api/event/addNewEvent"},"type":"api","x":270,"y":270}]|0|
|59|022a8a2b-3d6e-41f4-aac1-cc7736041f02|FACIAL SICOOB|SICOOB|2025-01-05 15:23:59.178|[{"id":"13f10446-6bed-4505-a4e5-0a3fa21a20f3","outputs":{},"params":{},"type":"stop","x":501,"y":399},{"id":"c904e734-b16a-46cd-b727-0a42958562b6","outputs":{0:"1734292892254"},"params":{},"type":"start","x":100,"y":100},{"id":"1734292892254","outputs":{0:"13f10446-6bed-4505-a4e5-0a3fa21a20f3",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1734292892255,"url":"https://script.google.com/macros/s/AKfycbzEd1wNGfgjdHT7Ji6Bmei8dLZZbJQnEeKt1Bpf-omuNhYKq_s3t76UC40iSJTTkEngbg/exec?gid=1186945551"},"type":"api","x":330,"y":270}]|84|
|60|4d9c5181-6c62-4e22-b3f9-02c93b94a5ad|FACIAL PRESTADORES DE SERVICOS|TERCEIRIZADOS|2025-01-05 15:26:26.672|[{"id":"13f10446-6bed-4505-a4e5-0a3fa21a20f3","outputs":{},"params":{},"type":"stop","x":501,"y":399},{"id":"c904e734-b16a-46cd-b727-0a42958562b6","outputs":{0:"1734292892254"},"params":{},"type":"start","x":100,"y":100},{"id":"1734292892254","outputs":{0:"13f10446-6bed-4505-a4e5-0a3fa21a20f3",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1734292892255,"url":"https://script.google.com/macros/s/AKfycbzEd1wNGfgjdHT7Ji6Bmei8dLZZbJQnEeKt1Bpf-omuNhYKq_s3t76UC40iSJTTkEngbg/exec?gid=1358196402"},"type":"api","x":330,"y":270}]|84|
|61|f8c6ef6d-ecd4-4e28-94f6-a0d633695f9c|MEGAVIG|TESTE|2025-01-08 08:45:40.102|[{"id":"fe9abff0-bdfb-4ab9-923d-fe468bdd338d","outputs":{},"params":{},"type":"stop","x":368,"y":295},{"id":"884d893e-f22a-45a6-9625-f0f4373797e2","outputs":{0:"1736336782709"},"params":{},"type":"start","x":100,"y":100},{"id":"1736336782709","outputs":{0:"fe9abff0-bdfb-4ab9-923d-fe468bdd338d"},"params":{"account_id":"1290","partition":"0","zone":"80","event_code":"1804","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6MTc5MywidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImRkMzUwMmRiLWU4ZmEtNDBlNy1iZjY1LWU1MmRlNjFhNDIyYiJ9.W0ixYfSjUTQzrdd6mPTYQ9AfrhfLMckd95MILf_PwHeR5lybFNzf_x-B3n7XCWZMf3I9W69hn2qT8jZEvK1qbA","id":1736336782711,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":270,"y":230}]|0|
|62|c333dbef-f87a-4ead-9e9c-5c62a5366cff|MEGAVIG (copy)|TESTE (copy)|2025-01-08 09:07:14.471|[{"id":"fe9abff0-bdfb-4ab9-923d-fe468bdd338d","outputs":{},"params":{},"type":"stop","x":368,"y":295},{"id":"884d893e-f22a-45a6-9625-f0f4373797e2","outputs":{0:"1736336782709"},"params":{},"type":"start","x":100,"y":100},{"id":"1736336782709","outputs":{0:"fe9abff0-bdfb-4ab9-923d-fe468bdd338d"},"params":{"account_id":"1303","partition":"0","zone":"81","event_code":"1804","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6MTc5MywidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImRkMzUwMmRiLWU4ZmEtNDBlNy1iZjY1LWU1MmRlNjFhNDIyYiJ9.W0ixYfSjUTQzrdd6mPTYQ9AfrhfLMckd95MILf_PwHeR5lybFNzf_x-B3n7XCWZMf3I9W69hn2qT8jZEvK1qbA","id":1736336782711,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":270,"y":230}]|0|
|63|84ac33db-22dc-42dc-a695-5f8c8d6dea9c|MIR|MIR|2025-01-08 15:20:08.297|[{"id":"3f5ec00c-90ce-4c33-967b-44d7518c5230","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"49c3bfe1-ac70-44f4-997f-0fdb7bbdd861","outputs":{0:"3f5ec00c-90ce-4c33-967b-44d7518c5230"},"params":{},"type":"start","x":100,"y":100}]|1|
|64|dc9715e3-5dc2-4a17-bf43-632aa871e34e|COMUNICACAO INTERNA|[NULL]|2025-01-09 15:43:55.046|[{"id":"41d778f6-aded-4c79-9a4a-adddcd78776c","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"066dd1fd-fa7c-42ba-91b7-0b3927dd5932","outputs":{0:"41d778f6-aded-4c79-9a4a-adddcd78776c"},"params":{},"type":"start","x":100,"y":100}]|0|
|65|9a7019d6-223f-4b46-b4fd-3283dbd5daf7|3000 - LOJA PORTO - CAM01 - ZONA 90|SIGMA|2025-01-13 11:03:51.075|[{"id":"85a04e5f-375d-43cd-a1b6-ebe9144da5b9","outputs":{},"params":{},"type":"stop","x":679,"y":522},{"id":"d34ae8d2-2ee7-4137-9c99-db71a3e6a441","outputs":{0:"1736777055980"},"params":{},"type":"start","x":100,"y":100},{"id":"1736777055980","outputs":{0:"85a04e5f-375d-43cd-a1b6-ebe9144da5b9"},"params":{"account_id":"3000","partition":"0","zone":"90","event_code":"1130","api_token":"ASFASDFASFASF","id":1736777055989,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":410,"y":350}]|0|
|66|9c987a52-d36e-479c-b3b8-611eab91535f|RIVIERA - WHATSAPP|EVENTOS|2025-01-28 14:10:45.156|[{"id":"ddded829-c14b-4903-a562-214b9500a358","outputs":{},"params":{},"type":"stop","x":435,"y":424},{"id":"d3c7051e-6b54-4e75-b3bc-5460522e3d66","outputs":{0:"1738085659348"},"params":{},"type":"start","x":100,"y":100},{"id":"1738085659348","outputs":{0:"ddded829-c14b-4903-a562-214b9500a358",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"latitude","value":"-20.2165335"},{"param":"longitude","value":"-40.2630274"}],"id":1738085659352,"url":"https://prod-23.brazilsouth.logic.azure.com:443/workflows/edc7ad8bf18b40878e6fba0741f6300d/triggers/manual/paths/invoke?api-version=2016-06-01&sp=%2Ftriggers%2Fmanual%2Frun&sv=1.0&sig=irzYPEf6Eo5oWqd8AHKEBt1KXtTL3_CuNKUP6HdtGZ0"},"type":"api","x":250,"y":290}]|0|
|67|57284648-d978-478c-9e9b-593ba3b4ef8b|ULTRAFARMA OD|MEGAVIG|2025-01-29 07:39:25.173|[{"id":"bbd7310b-6806-42ff-bc81-30bdceb10537","outputs":{},"params":{},"type":"stop","x":412,"y":394},{"id":"bad270c8-4721-4a42-96f5-ec76f09ca7d4","outputs":{0:"1738147432492"},"params":{},"type":"start","x":100,"y":100},{"id":"1738147432492","outputs":{0:"bbd7310b-6806-42ff-bc81-30bdceb10537",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"latitude","value":"-23.6551809"},{"param":"longitude","value":"-46.7892645"},{"param":"Endere̤o","value":"Al. Santo Amaro, 166 - Santo Amaro, Ṣo Paulo - SP, 04745-001"}],"id":1738147432495,"url":"https://script.google.com/macros/s/AKfycbxxE79r1q9EiQS5kZm5jia8dT8_jSvQdcdxAGPfHY7X2Zusjaidm86r3vYs7oosboY/exec?gid=0"},"type":"api","x":290,"y":270}]|0|
|68|b2ae3511-18f2-497e-b9ee-f9e9df7cd777|618 = Altos do Ipe|EVENTOS - LPR|2025-01-29 18:14:22.844|[{"id":"6d91b420-b7cc-4f41-90fb-3c4f223cc248","outputs":{},"params":{},"type":"stop","x":466,"y":408},{"id":"d434228c-55db-488c-8a54-4cd3f1c72dac","outputs":{0:"1732310275075"},"params":{},"type":"start","x":100,"y":100},{"id":"1732310275075","outputs":{0:"6d91b420-b7cc-4f41-90fb-3c4f223cc248"},"params":{"date_format":"dd-MM-yyyy","id":1732310275083,"channel_id":"-4266235958","token":"7446330996:AAH6iYKXRuaVLqoyvaU4KS2JC7MygGsOLyM"},"type":"telegram","x":310,"y":290}]|46|
|69|3f384d50-aab2-4e1f-918c-0b3481a14d05|POC COLATINA|TESTE|2025-02-17 17:24:06.933|[{"id":"3d29d56c-1c76-4ad9-baf6-628da556da69","outputs":{},"params":{},"type":"stop","x":473,"y":499},{"id":"48f6653f-d973-42a2-93eb-1cf28ed58cbf","outputs":{0:"1739823870532"},"params":{},"type":"start","x":100,"y":100},{"id":"1739823870532","outputs":{0:"1744491717958",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1739823870536,"url":"https://prod-12.brazilsouth.logic.azure.com:443/workflows/b2ae6b12b0454373995769e999e8a9c5/triggers/manual/paths/invoke?api-version=2016-06-01&sp=%2Ftriggers%2Fmanual%2Frun&sv=1.0&sig=dhwd7gNvUUmfRQ2apBTfSdsIqDpYeMnsHpzYnvsY9pg"},"type":"api","x":190,"y":290},{"id":"1744491717958","outputs":{0:"3d29d56c-1c76-4ad9-baf6-628da556da69",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1744491717960,"url":"https://itarare.segeagle.com.br/api/komtek/index.php"},"type":"api","x":330,"y":410}]|0|
|70|80918aeb-2d21-46f2-9837-7b62e6d177b8|ANTONIO MACHADO ENTRADA PEDESTRE - DETECCAO ARMA FOGO|ANTONIO MACHADO ENTRADA PEDESTRE - DETECCAO ARMA FOGO|2025-02-20 17:17:07.867|[{"id":"1ddef357-50e9-48bf-82e5-8a714421b3c1","outputs":{},"params":{},"type":"stop","x":844,"y":262},{"id":"05e89028-8557-49f9-93ee-1b973175fe85","outputs":{0:"1755020006403"},"params":{},"type":"start","x":142,"y":89},{"id":"1740748868943","outputs":{0:"1ddef357-50e9-48bf-82e5-8a714421b3c1",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1740748868944,"url":"    http://8aff0ac697e2.sn.mynetname.net:7304/api/play?action=start&file=userfile1&mode=once&volume=75"},"type":"api","x":578,"y":103},{"id":"1755020006403","outputs":{0:"1740748868943",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1755020006405,"url":"     http://8aff0ac697e2.sn.mynetname.net:7304/api/relay?action=on&duration=15"},"type":"api","x":367,"y":253}]|8|
|71|ffc0bcb4-be0d-4b68-b72a-5dfe58a8a50a|CONTAGEM DE FLUXO|VILA VELHA|2025-02-23 21:53:21.32|[{"id":"84500ff7-644c-4b6b-a0ff-de27b155614e","outputs":{},"params":{},"type":"stop","x":544,"y":412},{"id":"0228aad1-b9ff-4211-9eb2-bf2ddf35557b","outputs":{0:"1740358418137"},"params":{},"type":"start","x":100,"y":100},{"id":"1740358418137","outputs":{0:"84500ff7-644c-4b6b-a0ff-de27b155614e",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1740358418141,"url":"https://prod-25.brazilsouth.logic.azure.com:443/workflows/c23fb3a126b54dc79a95b7f1f725432a/triggers/manual/paths/invoke?api-version=2016-06-01&sp=%2Ftriggers%2Fmanual%2Frun&sv=1.0&sig=A_rzFdUbMZzR-HbtI3hKqILwXkcocEYcqg1lNpcQXCc"},"type":"api","x":350,"y":290}]|0|
|72|d745d764-95ad-4942-a9ce-d21fc84a5bc8|ANTONIO MACHADO PORTAO VEICULO|ANTONIO MACHADO PORTAO VEICULO|2025-02-24 09:56:37.802|[{"id":"f8bf6d73-37d4-4894-9c07-677a58b06535","outputs":{},"params":{},"type":"stop","x":613,"y":51},{"id":"9d4c9fcc-e0ca-49d0-85ce-ce1d66116623","outputs":{0:"1740402076187"},"params":{},"type":"start","x":110,"y":164},{"id":"1740402076187","outputs":{0:"1740402173148",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1740402076189,"url":"http://8aff0ac697e2.sn.mynetname.net:7304/api/relay?action=on&duration=15"},"type":"api","x":279,"y":54},{"id":"1740402173148","outputs":{0:"f8bf6d73-37d4-4894-9c07-677a58b06535",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1740402173149,"url":"http://8aff0ac697e2.sn.mynetname.net:7304/api/play?action=start&file=userfile1&mode=once&volume=90"},"type":"api","x":456,"y":164}]|8|
|73|a57cd69c-91b3-44dc-b7cd-39ca220bd8fc|ANTONIO MACHADO CAM LPR|00004 - ANTONIO MACHADO CAM LPR|2025-02-26 15:03:55.436|[{"id":"773d441c-4d3d-4ca4-8a44-4bf2f3e18f10","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"fb39d29b-109e-4ed2-abdf-db58b63d2bd4","outputs":{0:"773d441c-4d3d-4ca4-8a44-4bf2f3e18f10"},"params":{},"type":"start","x":100,"y":100}]|8|
|74|69208525-c3d4-45a3-b44e-90442ee3529b|FACIAL OI TELECOM|EVENTO|2025-02-26 23:25:10.557|[{"id":"8d2ce831-0287-4969-8152-fef71346dc46","outputs":{},"params":{},"type":"stop","x":602,"y":348},{"id":"d1fa663e-56d5-4f7a-bf9d-62b638787755","outputs":{0:"1740623126817"},"params":{},"type":"start","x":100,"y":100},{"id":"1740623126817","outputs":{0:"8d2ce831-0287-4969-8152-fef71346dc46",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1740623126819,"url":"https://script.google.com/macros/s/AKfycbwL0GVuF0InZTz1arPPAvgcdLiC1nv6tkF3wDxbw433k5_A8LJUo2RO2WPFoN444j_l/exec?gid=0"},"type":"api","x":390,"y":250}]|0|
|75|318ece43-b839-4856-8458-7b73f6d90f22|TESTE EVENTO|TESTE|2025-03-07 14:33:32.71|[{"id":"fb6d497a-eca6-451c-aef0-b350a7a7d8ad","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"a5dc3100-e729-4466-911b-abb539601a6e","outputs":{0:"fb6d497a-eca6-451c-aef0-b350a7a7d8ad"},"params":{},"type":"start","x":100,"y":100}]|0|
|76|6832c170-e732-4f44-adce-f6dd6fdd1d99|FAGNER|FACIAL|2025-03-07 16:22:24.338|[{"id":"68fcb35c-ea43-4e68-9bca-5d7bc1bc8aaf","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"0b38b0c2-e0ee-453d-bc8c-cc065b287053","outputs":{0:"68fcb35c-ea43-4e68-9bca-5d7bc1bc8aaf"},"params":{},"type":"start","x":100,"y":100}]|0|
|77|acc2accf-6e12-479e-911e-00100de0b8bc|Teste SGEdu|Evento de testes|2025-03-11 09:13:34.203|[{"id":"db5831eb-8f6e-4463-951d-c85a87ddcbed","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"d2d651e0-47c1-424a-b626-4278fa447722","outputs":{0:"db5831eb-8f6e-4463-951d-c85a87ddcbed"},"params":{},"type":"start","x":100,"y":100}]|86|
|78|d63eed50-e444-4b82-8eb9-5ad79ec557b6|ANTONIO MACHADO RECONHECIMENTO FACIAL ENTRADA PEDESTRE|ANTONIO MACHADO RECONHECIMENTO FACIAL ENTRADA PEDESTRE|2025-03-13 09:43:15.863|[{"id":"24e576f4-cfef-4b11-9c24-d6cbe74e3bb9","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"03adc44e-5111-4b60-b9be-5af7f6a5a1c7","outputs":{0:"24e576f4-cfef-4b11-9c24-d6cbe74e3bb9"},"params":{},"type":"start","x":100,"y":100}]|8|
|79|72d534d4-2083-4907-817d-e16c4d72803e|RIVIERA - TELEGRAM|TELEGRAM|2025-03-20 13:14:54.264|[{"id":"00248074-ccdd-4c08-a3ad-5694515eda76","outputs":{},"params":{},"type":"stop","x":467,"y":377},{"id":"9605071f-c9cb-41a6-8fc7-edc575e167cd","outputs":{0:"1715214614786"},"params":{},"type":"start","x":100,"y":100},{"id":"1715214614786","outputs":{0:"00248074-ccdd-4c08-a3ad-5694515eda76"},"params":{"date_format":"dd-MM-yyyy","id":1715214614788,"channel_id":"-1002668131950","token":"7800198405:AAGmNJi33fAaEGXR0JR4DlQIIIpZ9Eeh4x4"},"type":"telegram","x":310,"y":270}]|6|
|80|af9a4665-72d8-4694-b5ac-d4494abd57da|0617 - Vila Nova de Gaia|[NULL]|2025-04-11 17:32:51.849|[{"id":"d15f0347-0d72-4b9c-9620-1bcbd200719f","outputs":{},"params":{},"type":"stop","x":746,"y":145},{"id":"2214114b-2c8b-4f6c-9bf8-bc0e517d01b1","outputs":{0:"1722283429026"},"params":{},"type":"start","x":100,"y":100},{"id":"1722283429026","outputs":{0:"1722285273318"},"params":{"account_id":"0617","partition":"1","zone":"1 - Pessoa Detectada (IA)","event_code":"ECDP","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6OCwibWFzdGVyQ29tcGFueUlkIjo2Mjg5LCJ1c2VybmFtZSI6IlNJQU1JbmR1c3RyaWEiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImQxNWQ4MjYyLTc2YWItNDZiYS1hNGMyLTVjNjhkNTBiYTViMyJ9.LUA3kg1GDoIlBKp_a3mWRFwDalx9cCK-dO95A1C7L9Me0s2bbZ9hFois8m9Y64Ejb1CIfVTiIh5zCNYFqQt7Ng","id":1722283429028,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":130,"y":290},{"id":"1722285273318","outputs":{0:"1727725277856"},"params":{"date_format":"dd-MM-yyyy","id":1722285273319,"channel_id":"-4266235958","token":"7446330996:AAH6iYKXRuaVLqoyvaU4KS2JC7MygGsOLyM"},"type":"telegram","x":187,"y":511},{"id":"1727725277856","outputs":{0:"d15f0347-0d72-4b9c-9620-1bcbd200719f",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1727725277859,"url":"https://trx.autonexus.app/webhook/hydemeninodeus"},"type":"api","x":590,"y":410}]|46|
|81|da832c2e-f85e-475e-8635-ab3e88d4f264|SEGEAGLE|OBJETOS|2025-04-12 19:15:15.637|[{"id":"51cd555e-0835-4052-a7e4-9a82d253f942","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"734aac8e-f784-49e9-801f-b8a5d74c5d32","outputs":{0:"51cd555e-0835-4052-a7e4-9a82d253f942"},"params":{},"type":"start","x":100,"y":100}]|0|
|82|da0ddd04-5c58-44b6-9745-e5f8d20efe34|SEGEAGLE|TESTE|2025-04-16 10:27:29.396|[{"id":"030f527a-7765-428f-98fb-0d74dbe1e14d","outputs":{},"params":{},"type":"stop","x":472,"y":383},{"id":"09df1320-a7fb-4385-97bd-d13efde3d568","outputs":{0:"1744810161728"},"params":{},"type":"start","x":100,"y":100},{"id":"1744810161728","outputs":{0:"030f527a-7765-428f-98fb-0d74dbe1e14d",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1744810161732,"url":"https://webhook.site/a0a8ecf8-552d-40f2-a21a-2ba98c96fe03"},"type":"api","x":310,"y":270}]|0|
|83|9dab83b9-77a2-45be-a32a-a3df49c836b3|01_SEGEAGLE|POC|2025-04-16 10:45:02.741|[{"id":"0e119ee4-a2e0-4a37-81b9-91057503b44d","outputs":{},"params":{},"type":"stop","x":385,"y":391},{"id":"2ac8c725-8b93-4cc3-98d7-da13f1d4d76a","outputs":{0:"1744811269674"},"params":{},"type":"start","x":100,"y":100},{"id":"1744811269674","outputs":{0:"0e119ee4-a2e0-4a37-81b9-91057503b44d",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1744811269679,"url":"https://itarare.segeagle.com.br/api/komtek/index.php"},"type":"api","x":270,"y":270}]|0|
|84|e69190c7-b1d0-441f-bd03-830312385c8e|00001 testewebhook|webhook|2025-04-16 11:40:56.463|[{"id":"9e74180a-14cb-488f-85e1-5df86aa24918","outputs":{},"params":{},"type":"stop","x":492,"y":415},{"id":"bbf9f3f7-82df-4103-9625-1e6dfe7e94a2","outputs":{0:"1744814628043"},"params":{},"type":"start","x":100,"y":100},{"id":"1744814628043","outputs":{0:"1753720113972",1:""},"params":{"method":"POST","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"","value":""}],"id":1744814628046,"url":"https://webhook.site/8acdf4ed-36cd-4033-ab48-67f73e17fa1c"},"type":"api","x":130,"y":290},{"id":"1753720113972","outputs":{0:"9e74180a-14cb-488f-85e1-5df86aa24918",1:""},"params":{"method":"GET","content_type":"application/json","extra_headers":[{"param":"","value":""}],"max_threads":5,"extra":[{"param":"address","value":"0"},{"param":"state","value":"1"}],"id":1753720113974,"url":"http://192.168.199.153/set_output"},"type":"api","x":270,"y":370}]|0|
|85|a89c39ac-36fd-4878-b63b-2568de8400af|UGET|UGET|2025-05-14 11:10:37.277|[{"id":"3a18328f-48ec-42cf-95e3-e426c96f01cd","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"740c6ba2-b86f-4fb8-be18-92675d85f12f","outputs":{0:"3a18328f-48ec-42cf-95e3-e426c96f01cd"},"params":{},"type":"start","x":100,"y":100}]|0|
|86|313c708b-51fd-49da-8e79-336ad7d2b8e3|0080 - CASA BRANCA - CAM 09 ZONA 1|SIGMA|2025-05-16 12:09:59.811|[{"id":"88846957-b4b7-41fd-8b59-c816ac47a4ce","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"3c0dcbf9-93b3-4b34-b2db-a22dbf15f3a2","outputs":{0:"1747241131796"},"params":{},"type":"start","x":100,"y":100},{"id":"1747241131796","outputs":{0:"88846957-b4b7-41fd-8b59-c816ac47a4ce"},"params":{"account_id":"0080","partition":"0","zone":"1","event_code":"VCAM","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6Njc3OCwidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImIzZGFkYjRkLTlmYWYtNGNhNy05YzU2LTJiOTRjN2NkYzQ1YSJ9.l_-mfvJAwdglmU7RM1N0e5ir77--QDTCj_CurFGdm4Kp-fB-LdJ2wzxVmm3BGmM7IhcarhjrGucSDLQguW4pzw","id":1747241131797,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":130,"y":290}]|6|
|87|475f4984-1ca5-49e5-b5bf-bc829d157a78|0080 - CASA BRANCA - CAM 08 ZONA 2|SIGMA|2025-05-16 12:12:32.548|[{"id":"88846957-b4b7-41fd-8b59-c816ac47a4ce","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"3c0dcbf9-93b3-4b34-b2db-a22dbf15f3a2","outputs":{0:"1747241131796"},"params":{},"type":"start","x":100,"y":100},{"id":"1747241131796","outputs":{0:"88846957-b4b7-41fd-8b59-c816ac47a4ce"},"params":{"account_id":"0080","partition":"0","zone":"2","event_code":"VCAM","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6Njc3OCwidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImIzZGFkYjRkLTlmYWYtNGNhNy05YzU2LTJiOTRjN2NkYzQ1YSJ9.l_-mfvJAwdglmU7RM1N0e5ir77--QDTCj_CurFGdm4Kp-fB-LdJ2wzxVmm3BGmM7IhcarhjrGucSDLQguW4pzw","id":1747241131797,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":130,"y":290}]|6|
|88|9840748c-3c49-4a9a-8e70-bffcc5eb1ace|0080 - CASA BRANCA - CAM 06 ZONA 3|SIGMA|2025-05-16 12:13:24.963|[{"id":"88846957-b4b7-41fd-8b59-c816ac47a4ce","outputs":{},"params":{},"type":"stop","x":100,"y":400},{"id":"3c0dcbf9-93b3-4b34-b2db-a22dbf15f3a2","outputs":{0:"1747241131796"},"params":{},"type":"start","x":100,"y":100},{"id":"1747241131796","outputs":{0:"88846957-b4b7-41fd-8b59-c816ac47a4ce"},"params":{"account_id":"0080","partition":"0","zone":"3","event_code":"VCAM","api_token":"eyJhbGciOiJIUzUxMiJ9.eyJpbnRlZ3JhdGlvblVzZXJJZCI6NTQsIm1hc3RlckNvbXBhbnlJZCI6Njc3OCwidXNlcm5hbWUiOiJWQ0xPVUQiLCJsYW5ndWFnZSI6InB0X0JSIiwidG9rZW5JZCI6ImIzZGFkYjRkLTlmYWYtNGNhNy05YzU2LTJiOTRjN2NkYzQ1YSJ9.l_-mfvJAwdglmU7RM1N0e5ir77--QDTCj_CurFGdm4Kp-fB-LdJ2wzxVmm3BGmM7IhcarhjrGucSDLQguW4pzw","id":1747241131797,"value":"","key":"","url":"https://api.segware.com.br"},"type":"sigma","x":130,"y":290}]|6|
